Target|Predicted|PredictedLabel
0|0.00559347|0
0|0.00985106|0
0|0.00811676|0
0|0.0137072|0
0|0.014649|0
0|0.0117137|0
0|0.0658394|1
0|0.00901837|0
0|0.0094855|0
0|0.00693105|0
0|0.00486495|0
0|0.00821869|0
0|0.00931719|0
0|0.0423335|0
0|0.00568939|0
0|0.00798047|0
0|0.00626307|0
0|0.00336943|0
0|0.00667628|0
0|0.00570183|0
0|-0.00677418|0
0|-0.00263507|0
0|0.00691427|0
0|0.0204041|0
0|0.00090636|0
0|0.0045865|0
0|0.00696289|0
0|0.0140033|0
0|0.00803349|0
0|0.00502284|0
0|0.00894842|0
0|0.017108|0
0|0.0192895|0
0|0.0199941|0
0|0.0202261|0
0|0.00931937|0
0|0.0105232|0
0|0.0125536|0
0|0.00977222|0
0|0.0167031|0
0|0.0105574|0
0|0.0107257|0
0|0.00935406|0
0|0.0136779|0
0|0.0147694|0
0|0.0093177|0
0|0.0114665|0
0|0.0136512|0
0|0.0117968|0
0|0.0128946|0
0|0.0121076|0
0|0.00470293|0
0|0.00615107|0
0|0.0167695|0
0|0.0345888|0
0|0.0141159|0
0|0.0148627|0
0|0.0151491|0
0|0.0253445|0
0|0.0110004|0
0|-0.0359951|0
0|0.0152725|0
0|0.020512|0
0|0.0193411|0
0|0.0187948|0
0|0.0223284|0
0|0.0237909|0
0|0.023177|0
0|0.0193242|0
0|0.025211|0
0|0.0214163|0
0|0.0254958|0
0|0.0327163|0
0|0.0211055|0
0|0.0272757|0
0|0.0244289|0
0|0.0162768|0
0|0.0225125|0
0|0.0179309|0
0|0.0151514|0
0|0.029265|0
0|0.0227674|0
0|0.0223358|0
0|0.0224507|0
0|0.0240323|0
0|0.0247642|0
0|0.0243112|0
0|-0.00307153|0
0|0.023995|0
0|0.0384955|0
0|0.0194535|0
0|0.0251429|0
0|0.0369623|0
0|0.0358634|0
0|0.0270534|0
0|0.0301298|0
0|0.0284273|0
0|0.0203518|0
0|0.0485531|0
0|0.0510578|0
0|0.0349394|0
0|0.0194681|0
0|0.0280282|0
0|0.0479411|0
0|0.0211093|0
0|0.0285641|0
0|0.0255999|0
0|0.0184767|0
0|0.050648|0
0|0.0423793|0
0|0.0364305|0
0|-0.0158349|0
0|0.0341363|0
0|0.0227205|0
0|0.0377551|0
0|0.0336765|0
0|0.0276705|0
0|0.0316222|0
0|0.0380327|0
0|0.0265948|0
0|0.0379083|0
0|-0.0157642|0
0|0.0297535|0
0|0.0394388|0
0|0.0464819|0
0|0.0274426|0
0|0.0371794|0
0|0.0296202|0
0|0.0190508|0
0|0.0469227|0
0|0.0308091|0
0|0.0310941|0
0|0.0373524|0
0|0.0389282|0
0|0.0423291|0
0|0.0341257|0
0|0.0445637|0
0|0.0060473|0
0|0.0416921|0
0|0.0533449|0
0|0.0446817|0
0|0.0457199|0
0|0.0444877|0
0|0.0654201|0
0|0.0480215|0
0|0.0541009|0
0|0.0563329|0
0|0.0413034|0
0|0.0271368|0
0|0.0319188|0
0|0.0313873|0
0|0.0509633|0
0|0.0595241|0
0|0.029496|0
0|0.0485295|0
0|0.0650118|0
0|0.0758963|1
0|0.0655112|1
0|0.0635007|0
0|0.0682608|1
0|0.0672587|1
0|0.033469|0
0|0.0426704|0
0|0.0567569|0
0|0.0572516|0
0|0.0577481|0
0|0.0582464|0
0|0.0587466|0
0|0.0592486|0
0|0.0597523|0
0|0.0602579|0
0|0.0131728|0
0|0.0612744|0
0|0.373784|1
0|0.0538402|0
0|0.0570667|0
0|0.0705602|1
0|0.207631|1
0|0.269242|1
0|0.0947761|1
0|0.0917916|1
0|0.0659894|1
0|0.0853978|1
0|0.14186|1
0|0.11672|1
0|0.30322|1
0|0.0913874|1
0|0.272255|1
0|0.11753|1
0|0.12711|1
0|0.122214|1
0|0.109757|1
0|0.0747906|1
0|0.077489|1
0|0.0397605|0
0|0.0522987|0
0|0.0637206|0
0|0.100619|1
0|0.0861479|1
0|0.0700865|1
0|0.138418|1
0|0.0972061|1
0|0.0916949|1
0|0.0969573|1
0|0.0788058|1
0|0.0945728|1
0|0.0969925|1
0|0.0923639|1
0|0.0952629|1
0|0.0834706|1
0|0.0927767|1
0|0.082398|1
0|0.113289|1
0|0.134961|1
0|0.130479|1
0|0.0438465|0
0|0.02331|0
0|0.145197|1
0|0.159747|1
0|0.163304|1
0|0.149293|1
0|0.124871|1
0|0.172701|1
0|0.190999|1
0|0.195841|1
0|0.16262|1
0|0.0828014|1
0|0.164356|1
0|0.164962|1
0|0.155001|1
0|0.130178|1
0|-0.0776379|0
0|0.144747|1
0|0.194254|1
0|0.150249|1
0|0.14195|1
0|0.124142|1
0|0.101794|1
0|0.16415|1
0|0.147712|1
0|0.159887|1
0|0.123677|1
0|0.161408|1
0|0.145075|1
0|0.1443|1
0|0.150165|1
0|0.214621|1
0|0.217519|1
0|0.234308|1
0|0.242399|1
0|0.227846|1
0|0.189719|1
0|0.227106|1
0|0.207403|1
0|0.178788|1
0|0.0930034|1
0|0.154407|1
0|0.22632|1
0|0.238139|1
0|0.231789|1
0|0.224769|1
0|0.196746|1
0|-0.0415694|0
0|0.00324084|0
0|-0.00189118|0
0|0.000612395|0
0|-0.0072602|0
0|0.0524763|0
0|-0.0475107|0
0|0.0575448|0
0|-0.00740324|0
0|0.00797399|0
0|0.13307|1
0|0.146994|1
0|0.129367|1
0|0.177721|1
0|0.176948|1
0|0.241347|1
0|0.167106|1
0|0.212395|1
0|0.193612|1
0|0.170725|1
0|0.170368|1
0|0.180708|1
1|0.154001|1
1|0.170816|1
1|0.130194|1
1|0.130885|1
1|0.0973649|1
1|-0.0462679|0
0|0.0216049|0
0|0.0334989|0
0|0.0196206|0
0|0.0228472|0
0|0.0255024|0
0|0.0225667|0
0|0.0261328|0
0|0.0240585|0
0|0.0298047|0
0|0.0208991|0
0|0.0219909|0
0|0.0205916|0
0|0.0201573|0
0|0.0206209|0
0|0.0148752|0
0|0.0144727|0
0|0.0140808|0
0|0.0245262|0
0|0.0164586|0
0|0.0129574|0
0|0.0113634|0
0|0.0084127|0
0|-0.00500589|0
0|0.0201348|0
0|0.00211283|0
0|0.00964053|0
0|0.0139933|0
0|0.013132|0
0|0.00229484|0
0|0.00734689|0
0|0.00516933|0
0|0.00674696|0
0|0.0103365|0
0|0.00521909|0
0|0.0113417|0
0|0.0111145|0
0|0.0051528|0
0|0.0107501|0
0|0.00636002|0
0|0.00740622|0
0|0.0117225|0
0|0.00557547|0
0|0.00836313|0
0|0.00494591|0
0|0.00883075|0
0|0.00720987|0
0|0.00319968|0
0|0.00124558|0
0|0.0138923|0
0|0.00396606|0
0|0.00896111|0
0|0.00783021|0
0|0.010181|0
0|0.00696999|0
0|0.0100815|0
0|0.00797268|0
0|0.0169889|0
0|0.0107879|0
0|0.00896591|0
0|-0.00021241|0
0|0.00692365|0
0|0.00515766|0
0|0.00784458|0
0|0.0152168|0
0|0.0094376|0
0|0.000100365|0
0|-0.000279423|0
0|-0.0023216|0
0|0.00821717|0
0|0.00594791|0
0|0.00982434|0
0|-0.00327531|0
0|0.00110795|0
0|0.0123573|0
0|0.00787922|0
0|-0.0125835|0
0|-0.00330203|0
0|-0.00195771|0
0|-0.00386794|0
0|-0.00602162|0
0|-0.00372518|0
0|-0.00333995|0
0|-0.00350506|0
0|-0.00146159|0
0|-0.00534947|0
0|-4.15406e-05|0
0|-0.00398965|0
0|-0.000188577|0
0|-0.000165084|0
0|0.00240529|0
0|0.00342493|0
0|0.00500575|0
0|-0.0090272|0
0|0.0152236|0
0|0.00131178|0
0|0.0157555|0
0|0.00222598|0
0|0.0163043|0
0|0.00683428|0
0|0.00376242|0
0|0.0181651|0
0|0.00330131|0
0|0.00612623|0
0|0.0180529|0
0|0.00494152|0
0|0.00836015|0
0|0.00769449|0
0|0.00527383|0
0|0.00722895|0
0|0.0199537|0
0|0.00996712|0
0|0.00866168|0
0|0.00371723|0
0|0.00315157|0
0|0.000811031|0
0|0.00272943|0
0|0.00581541|0
0|0.00610948|0
0|0.00368572|0
0|0.00628303|0
0|0.00315679|0
0|0.00509017|0
0|0.00367258|0
0|0.00388986|0
0|0.00729311|0
0|0.00272507|0
0|0.00370375|0
0|0.00547038|0
0|0.0064613|0
0|0.00132663|0
0|0.00721476|0
0|0.008787|0
0|-0.000191437|0
0|0.00270433|0
0|0.00662664|0
0|0.00172909|0
0|0.00171968|0
0|0.00237621|0
0|0.0136629|0
0|0.00164436|0
0|0.00339418|0
0|0.00302209|0
0|0.0123372|0
0|0.00643829|0
0|0.0050945|0
0|0.00776205|0
0|0.0188356|0
0|0.00960176|0
0|0.00301033|0
0|0.00536667|0
0|0.0263967|0
0|0.00522691|0
0|0.0231725|0
0|0.0139895|0
0|0.0221631|0
0|0.0205421|0
0|0.0161008|0
0|0.015553|0
0|0.0199496|0
0|0.0208961|0
0|0.0182498|0
0|0.0191586|0
0|0.0159824|0
0|0.018288|0
0|0.0232812|0
0|0.0141536|0
0|0.017808|0
0|0.0128481|0
0|0.0119266|0
0|0.0148785|0
0|0.017701|0
0|0.0099879|0
0|0.012985|0
0|0.0154981|0
0|0.0133665|0
0|0.012586|0
0|0.0113474|0
0|0.0108617|0
0|0.0105207|0
0|0.0169745|0
0|0.0136265|0
0|0.00945389|0
0|0.0129999|0
0|0.018707|0
0|0.00724254|0
0|0.0115532|0
0|0.0172981|0
0|0.0189499|0
0|0.0092922|0
0|0.0104884|0
0|-0.00375929|0
0|-0.00241905|0
0|-0.00533409|0
0|-0.00642725|0
0|-0.00904271|0
0|-0.00767389|0
0|-0.00541562|0
0|-0.00639669|0
0|-0.0125024|0
0|-0.0109356|0
0|-0.00753324|0
0|-0.00735977|0
0|-0.0136629|0
0|-0.00803755|0
0|-0.00879061|0
0|-0.00794487|0
0|-0.00645947|0
0|-0.00635397|0
0|-0.0049527|0
0|-0.00236272|0
0|0.00196813|0
0|0.000187267|0
0|0.000497918|0
0|0.000994765|0
0|-0.00201626|0
0|-0.0110401|0
0|-0.00167106|0
0|-0.00173553|0
0|0.00321612|0
0|0.00531275|0
0|0.00563472|0
0|0.00496501|0
0|0.00796084|0
0|0.0100313|0
0|0.0108083|0
0|0.0137288|0
0|0.0191777|0
0|0.00729076|0
0|0.00853278|0
0|0.0148223|0
0|0.0313025|0
0|0.0142036|0
0|0.00374488|0
0|0.0171661|0
0|0.0325404|0
0|0.0205951|0
0|0.0224702|0
0|0.0230832|0
0|0.0367031|0
0|0.0230704|0
0|0.01247|0
0|0.00646665|0
0|0.00545527|0
0|0.00637169|0
0|0.0211801|0
0|0.00988622|0
0|0.0103519|0
0|0.015509|0
0|0.0112549|0
0|0.00848018|0
0|0.0479577|0
0|0.00791178|0
0|0.00808493|0
0|0.0129721|0
0|0.00827673|0
0|0.0170338|0
0|0.00402549|0
0|0.00572511|0
0|0.00410272|0
0|0.011348|0
0|0.00544904|0
0|0.00624563|0
0|0.00492646|0
0|0.0247893|0
0|0.0202725|0
0|0.0117163|0
0|0.00774657|0
0|0.00382985|0
0|0.00337979|0
0|0.00866669|0
0|0.00495663|0
0|0.00520244|0
0|-0.000446695|0
0|0.00849988|0
0|0.00875662|0
0|0.0104186|0
0|0.0102419|0
0|0.00547535|0
0|0.00389227|0
0|0.00768203|0
0|0.00162394|0
0|-0.00387009|0
0|-0.00762816|0
0|0.0124566|0
0|-0.00573487|0
0|-0.00234595|0
0|0.00406838|0
0|-0.00452718|0
0|-0.00977493|0
0|-0.0123924|0
0|-0.000973667|0
0|-0.00420993|0
0|-0.0045016|0
0|-0.00897733|0
0|-0.00509482|0
0|-0.00405322|0
0|-0.00275499|0
0|-0.00166061|0
0|-0.001403|0
0|0.000138091|0
0|0.0113778|0
0|0.0424991|0
0|0.038747|0
0|0.0279261|0
0|0.0248564|0
0|0.0305671|0
0|0.0283139|0
0|0.0354914|0
0|0.0214923|0
0|0.0201906|0
0|0.0390914|0
0|0.0262221|0
0|0.027037|0
0|0.021595|0
0|0.0335329|0
0|0.0307239|0
0|0.0200477|0
0|0.0258673|0
0|0.0289864|0
0|0.023757|0
0|0.0245863|0
0|0.0238567|0
0|0.0232533|0
0|0.0170801|0
0|0.0153151|0
0|0.0112174|0
0|0.0227004|0
0|0.0168646|0
0|0.0163666|0
0|0.0124331|0
0|0.0145199|0
0|0.0139575|0
0|0.0170475|0
0|0.0146578|0
0|0.00390854|0
0|0.0113517|0
0|0.0130828|0
0|0.0144695|0
0|0.0178666|0
0|0.0187762|0
0|0.027631|0
0|0.0242962|0
0|0.0206686|0
0|0.0138383|0
0|0.029399|0
0|0.0216041|0
0|0.0251132|0
0|0.00848369|0
0|0.0105837|0
0|0.00989087|0
0|0.0097301|0
0|0.0127468|0
0|0.00944629|0
0|0.00932326|0
0|0.00921282|0
0|0.0123678|0
0|0.00902969|0
0|0.00895701|0
0|0.00889693|0
0|0.0112349|0
0|0.00926247|0
0|0.0276709|0
0|0.0245793|0
0|0.010015|0
0|0.0238323|0
0|0.0180351|0
0|0.0494181|0
0|0.0218994|0
0|0.018165|0
0|0.0168526|0
0|0.0165899|0
0|0.0114666|0
0|0.012968|0
0|0.0166699|0
0|0.0186288|0
0|0.0191145|0
0|0.0191494|0
0|0.0179091|0
0|0.0232603|0
0|0.0130487|0
0|0.0219267|0
0|0.0145476|0
0|0.0147554|0
0|0.0137007|0
0|0.0126336|0
0|0.0113967|0
0|0.0131545|0
0|0.0142992|0
0|0.00939542|0
0|0.00746589|0
0|0.00585186|0
0|0.00886032|0
0|0.00489872|0
0|0.00315484|0
0|-0.00635157|0
0|0.0100085|0
0|0.0146171|0
0|0.00939573|0
0|0.0113529|0
0|0.00583042|0
0|0.0141131|0
0|0.0152966|0
0|0.0201192|0
0|0.0306776|0
0|0.0120764|0
0|0.0131058|0
0|0.00398586|0
0|0.0051266|0
0|0.00535355|0
0|-0.005142|0
0|-1.87765e-06|0
0|0.0112833|0
0|0.011581|0
0|0.00684434|0
0|0.00173523|0
0|-0.0052657|0
0|-0.000740347|0
0|0.00124383|0
0|0.0113735|0
0|-0.000692493|0
0|0.00344621|0
0|0.0149047|0
0|0.0117943|0
0|-0.00163521|0
0|0.00480702|0
0|0.00429233|0
0|0.00819283|0
0|0.0055651|0
0|0.0109596|0
0|0.0109622|0
0|0.0109728|0
0|0.00581011|0
0|0.0105287|0
0|0.00511409|0
0|0.011095|0
0|0.00475325|0
0|0.0112041|0
0|0.00328736|0
0|0.00900915|0
0|0.00616252|0
0|0.0106883|0
0|0.000347889|0
0|0.00974497|0
0|-0.00381818|0
0|0.00957762|0
0|-0.00424147|0
0|0.0120378|0
0|0.00747093|0
0|0.01871|0
0|0.00166488|0
0|0.0136154|0
0|0.00183917|0
0|0.0589753|0
0|0.010841|0
0|0.018048|0
0|0.0202569|0
0|0.0281781|0
0|0.0130507|0
0|0.00914354|0
0|0.0147347|0
0|0.0041522|0
0|0.0164673|0
0|0.0294718|0
0|0.0288885|0
0|0.0137232|0
0|0.0197885|0
0|0.0236738|0
0|0.023956|0
0|0.0288569|0
0|0.0253021|0
0|0.02476|0
0|0.0228643|0
0|0.0251417|0
0|0.0291874|0
0|0.024945|0
0|0.0256984|0
0|0.0296136|0
0|0.0311985|0
0|0.0303285|0
0|0.0434214|0
0|0.0354095|0
0|0.0931958|1
0|0.0455384|0
0|0.0497862|0
0|0.0093346|0
0|0.0509325|0
0|0.00969965|0
0|0.136655|1
0|0.0665767|1
0|0.0673423|1
0|0.0635398|0
0|0.0739975|1
0|0.0764491|1
0|0.0786035|1
0|0.0811995|1
0|0.0779067|1
0|0.0762595|1
0|0.0606633|0
0|0.0708713|1
0|0.065222|0
0|0.0777334|1
0|0.00195886|0
0|-0.00398389|0
